algo,type,n,m,trial,time
dp-old,chain,168,167,1,0.000310609
dp-old,chain,168,167,2,0.000309974
dp-old,chain,179,178,0,0.000382659
dp-old,chain,179,178,1,0.000373626
dp-old,chain,179,178,2,0.000372966
dp-old,chain,191,190,0,0.000450910
dp-old,chain,191,190,1,0.000450994
dp-old,chain,191,190,2,0.000452525
dp-old,chain,203,202,0,0.000541578
dp-old,chain,203,202,1,0.000540662
dp-old,chain,203,202,2,0.000539386
dp-old,chain,216,215,0,0.000647392
dp-old,chain,216,215,1,0.000646760
dp-old,chain,216,215,2,0.000646912
dp-old,chain,230,229,0,0.000777028
dp-old,chain,230,229,1,0.000778226
dp-old,chain,230,229,2,0.000778254
dp-old,chain,245,244,0,0.000933242
dp-old,chain,245,244,1,0.000932285
dp-old,chain,245,244,2,0.000932590
dp-old,chain,261,260,0,0.001117605
dp-old,chain,261,260,1,0.001120319
dp-old,chain,261,260,2,0.001119940
dp-old,chain,278,277,0,0.001344123
dp-old,chain,278,277,1,0.001347251
dp-old,chain,278,277,2,0.001348541
dp-old,chain,296,295,0,0.001614884
dp-old,chain,296,295,1,0.001613886
dp-old,chain,296,295,2,0.001615368
dp-old,chain,315,314,0,0.001935696
dp-old,chain,315,314,1,0.001936721
dp-old,chain,315,314,2,0.001931742
dp-old,chain,335,334,0,0.002316084
dp-old,chain,335,334,1,0.002315339
dp-old,chain,335,334,2,0.002309755
dp-old,chain,356,355,0,0.002814484
dp-old,chain,356,355,1,0.002764440
dp-old,chain,356,355,2,0.002761554
dp-old,chain,379,378,0,0.003314285
dp-old,chain,379,378,1,0.003314722
dp-old,chain,379,378,2,0.003312024
dp-old,chain,403,402,0,0.003963649
dp-old,chain,403,402,1,0.003959463
dp-old,chain,403,402,2,0.003959944
dp-old,chain,429,428,0,0.004754776
dp-old,chain,429,428,1,0.004750602
dp-old,chain,429,428,2,0.004754000
dp-old,chain,456,455,0,0.005673347
dp-old,chain,456,455,1,0.005676745
dp-old,chain,456,455,2,0.005673484
dp-old,chain,485,484,0,0.006784650
dp-old,chain,485,484,1,0.006782831
dp-old,chain,485,484,2,0.006784447
dp-old,chain,516,515,0,0.008128455
dp-old,chain,516,515,1,0.008131881
dp-old,chain,516,515,2,0.008121731
dp-old,chain,549,548,0,0.009725068
dp-old,chain,549,548,1,0.009726640
dp-old,chain,549,548,2,0.009734572
dp-old,chain,584,583,0,0.011634676
dp-old,chain,584,583,1,0.011629241
dp-old,chain,584,583,2,0.011619454
dp-old,chain,621,620,0,0.013893172
dp-old,chain,621,620,1,0.013930615
dp-old,chain,621,620,2,0.013920589
dp-old,chain,660,659,0,0.016605673
dp-old,chain,660,659,1,0.016562702
dp-old,chain,660,659,2,0.016591137
dp-old,chain,702,701,0,0.019872062
dp-old,chain,702,701,1,0.019857708
dp-old,chain,702,701,2,0.019848799
dp-old,chain,746,745,0,0.023684467
dp-old,chain,746,745,1,0.023658617
dp-old,chain,746,745,2,0.023688575
dp-old,chain,793,792,0,0.028006000
dp-old,chain,793,792,1,0.028290823
dp-old,chain,793,792,2,0.028314334
dp-old,chain,843,842,0,0.033798097
dp-old,chain,843,842,1,0.033800764
dp-old,chain,843,842,2,0.033778906
dp-old,chain,896,895,0,0.040278597
dp-old,chain,896,895,1,0.040111042
dp-old,chain,896,895,2,0.040395500
dp-old,chain,952,951,0,0.048088125
dp-old,chain,952,951,1,0.047850597
dp-old,chain,952,951,2,0.047925778
dp-old,chain,1012,1011,0,0.057513688
dp-old,chain,1012,1011,1,0.057596292
dp-old,chain,1012,1011,2,0.057645042
dp-old,chain,1076,1075,0,0.068780291
dp-old,chain,1076,1075,1,0.068080771
dp-old,chain,1076,1075,2,0.068879687
dp-old,chain,1144,1143,0,0.082415875
dp-old,chain,1144,1143,1,0.082428333
dp-old,chain,1144,1143,2,0.082427604
dp-old,chain,1216,1215,0,0.098386500
dp-old,chain,1216,1215,1,0.098399083
dp-old,chain,1216,1215,2,0.098764209
dp-old,chain,1292,1291,0,0.117786041
dp-old,chain,1292,1291,1,0.117359917
dp-old,chain,1292,1291,2,0.117668125
dp-old,chain,1373,1372,0,0.140668375
dp-old,chain,1373,1372,1,0.140790542
dp-old,chain,1373,1372,2,0.140810250
dp-old,chain,1459,1458,0,0.168055125
dp-old,chain,1459,1458,1,0.168099542
dp-old,chain,1459,1458,2,0.167307709
dp-old,chain,1551,1550,0,0.200388250
dp-old,chain,1551,1550,1,0.201035500
dp-old,chain,1551,1550,2,0.201043667
dp-old,chain,1648,1647,0,0.245522458
dp-old,chain,1648,1647,1,0.239207792
dp-old,chain,1648,1647,2,0.240524750
dp-old,chain,1751,1750,0,0.287739292
dp-old,chain,1751,1750,1,0.285856667
dp-old,chain,1751,1750,2,0.287502500
dp-old,chain,1861,1860,0,0.343212125
dp-old,chain,1861,1860,1,0.342912833
dp-old,chain,1861,1860,2,0.343532875
dp-old,chain,1978,1977,0,0.410927208
dp-old,chain,1978,1977,1,0.410444292
dp-old,chain,1978,1977,2,0.411758291
dp-old,chain,2102,2101,0,0.491544291
dp-old,chain,2102,2101,1,0.491893334
dp-old,chain,2102,2101,2,0.492061000
dp-old,chain,2234,2233,0,0.589441250
dp-old,chain,2234,2233,1,0.588730041
dp-old,chain,2234,2233,2,0.587015750
dp-old,chain,2374,2373,0,0.705152542
dp-old,chain,2374,2373,1,0.704817917
dp-old,chain,2374,2373,2,0.704961584
dp-old,chain,2523,2522,0,0.840785791
dp-old,chain,2523,2522,1,0.845064166
dp-old,chain,2523,2522,2,0.843385333
dp-old,chain,2681,2680,0,1.008438791
dp-old,chain,2681,2680,1,1.010712167
dp-old,chain,2681,2680,2,1.008377417
dp-old,chain,2849,2848,0,1.212923084
dp-old,chain,2849,2848,1,1.211568250
dp-old,chain,2849,2848,2,1.210754708
